qID,th3_biggest_tfidf
2243,"{'excel': 7.902491449307038, 'keyboard': 8.595638629866983, 'select': 7.902491449307038, 'shortcut': 7.902491449307038}"
2245,"{'creepiest': 7.902491449307038, 'spouse': 7.209344268747093, 'thing': 5.823049907627202}"
2247,"{'education': 6.890890537628558, 'high': 6.2442633727035055, 'school': 6.5807356093247185}"
2249,"{'create': 6.5807356093247185, 'strong': 7.091561233090709, 'tips': 7.209344268747093}"
2251,"{'aliens': 8.190173521758819, 'exists': 7.902491449307038, 'yes': 7.091561233090709}"
2253,"{'?': 1.0007542426504639, 'does': 3.618904887446409, 'hacker': 7.091561233090709}"
2255,"{'?': 1.0007542426504639, 'aztec': 8.190173521758819, 'gods': 7.497026341198874}"
2257,"{'?': 1.0007542426504639, 'need': 5.823049907627202, 'study': 6.153291594497779}"
2259,"{'removed': 8.190173521758819, 'rinse': 8.595638629866983, 'teeth': 8.190173521758819}"
2261,"{'achievement': 8.595638629866983, ""clinton's"": 7.902491449307038, 'secretary': 7.6793478979928285}"
2263,"{'contrast': 7.209344268747093, 'development': 6.516197088187147, 'growth': 7.6793478979928285}"
2265,"{'poor': 8.595638629866983, 'skills': 13.607758321277856, 'speaking': 15.358695795985657, 'telugu': 8.595638629866983}"
2267,"{'?': 1.0007542426504639, 'meet': 7.3428756613716155, 'modi': 6.2442633727035055}"
2269,"{'country': 5.956581300251725, 'libertarianism': 8.595638629866983, 'run': 6.516197088187147}"
2271,"{'people': 4.683615624438837, 'transgender': 7.091561233090709, 'view': 6.890890537628558}"
2273,"{'army': 7.497026341198874, 'indian': 5.263434119691779, 'work': 5.396965512316302}"
2275,"{'chinese': 6.64972848081167, 'student': 6.069909985558728, '？': 8.595638629866983}"
2277,"{'believe': 13.781781075257117, 'faith': 8.595638629866983, 'god': 20.171509358896174}"
2279,"{'filewriter': 8.595638629866983, 'line': 7.6793478979928285, 'print': 8.190173521758819}"
2281,"{'fan': 8.595638629866983, 'music': 12.488526745407011, 'video': 12.586107073745875}"
2283,"{'metro': 7.6793478979928285, 'pcs': 7.6793478979928285, 'sprint': 8.595638629866983}"
2285,"{'fried': 8.190173521758819, 'pan': 7.497026341198874, 'unhealthy': 7.902491449307038}"
2287,"{'""': 9.555852607820157, 'audio': 8.190173521758819, 'possible': 11.355735795565408}"
2289,"{'freshman': 8.190173521758819, 'university': 6.723836452965392, 'waterloo': 8.190173521758819}"
2291,"{'fat': 8.595638629866983, 'hip': 7.6793478979928285, 'thigh': 8.595638629866983}"
2293,"{'acid': 8.190173521758819, 'base': 7.6793478979928285, 'contrast': 7.209344268747093}"
2295,"{')': 9.002588135289766, 'engineering': 11.842979960880909, ""master's"": 16.380347043517638}"
2297,"{'2016': 5.527585694733366, '?': 1.0007542426504639, 'seo': 6.803879160638928}"
2299,"{'?': 1.0007542426504639, 'defines': 8.190173521758819, 'happiness': 7.497026341198874}"
2301,"{'female': 7.209344268747093, 'male': 7.209344268747093, 'neanderthal': 8.190173521758819}"
2303,"{'gain': 6.986200717432883, 'lose': 6.293053536872938, 'muscle': 7.902491449307038}"
2305,"{'fast': 6.803879160638928, 'money': 5.417584799519037, 'ways': 5.705266871970818}"
2307,"{'?': 1.0007542426504639, 'edit': 7.902491449307038, 'profile': 7.902491449307038}"
2309,"{'asimov': 8.190173521758819, 'favourite': 7.497026341198874, 'isaac': 8.190173521758819}"
2311,"{'ejaculating': 8.595638629866983, 'seeing': 7.902491449307038, 'women': 6.5807356093247185}"
2313,"{'channel': 7.902491449307038, 'stand': 7.6793478979928285, 'starting': 7.3428756613716155}"
2315,"{'inside': 7.497026341198874, 'lights': 7.902491449307038, 'turn': 7.497026341198874}"
2317,"{'alcohol': 7.3428756613716155, 'county': 7.3428756613716155, 'ga': 8.190173521758819, 'inpatient': 7.3428756613716155, 'suitable': 7.6793478979928285}"
2319,"{'cheap': 7.209344268747093, 'kuala': 8.595638629866983, 'lumpur': 8.595638629866983}"
2321,"{'chronic': 8.190173521758819, 'relieve': 8.190173521758819, 'worked': 8.190173521758819}"
2323,"{'english': 5.625224164297282, 'improve': 5.792278248960448, 'spoken': 7.6793478979928285}"
2325,"{'best': 3.462785703046478, 'history': 6.293053536872938, 'podcast': 8.595638629866983}"
2327,"{'hate': 6.344346831260488, 'muslims': 7.091561233090709, 'narendra': 6.803879160638928}"
2329,"{'benefits': 6.986200717432883, 'close': 7.209344268747093, 'professor': 7.6793478979928285}"
2331,"{'.': 7.790316528149134, 'angry': 15.358695795985657, 'refuse': 7.902491449307038}"
2333,"{'framed': 8.595638629866983, 'rabbit': 8.190173521758819, 'roger': 8.190173521758819, 'theme': 8.190173521758819}"
2335,"{'alien': 8.190173521758819, 'encountered': 8.190173521758819, 'happened': 7.209344268747093}"
2337,"{'5': 6.398414052530764, 'definitely': 7.902491449307038, 'flight': 7.6793478979928285}"
2339,"{'bollywood': 6.803879160638928, 'movies': 5.887588428764773, 'worst': 7.209344268747093}"
2341,"{'hotmail': 8.190173521758819, 'password': 6.197743357068613, 'recover': 6.64972848081167}"
2343,"{'band': 7.497026341198874, 'fantasy': 7.902491449307038, 'queen': 8.190173521758819}"
2345,"{'coming': 7.209344268747093, 'innovations': 7.6793478979928285, 'm': 7.209344268747093, 't': 7.209344268747093}"
2347,"{'easy': 6.890890537628558, 'job': 5.5045961765086675, 'sweden': 8.190173521758819}"
2349,"{'deny': 8.595638629866983, 'truth': 7.6793478979928285, 'ultimate': 8.190173521758819}"
2351,"{'excitement': 8.190173521758819, 'holds': 8.190173521758819, 'mediocre': 8.595638629866983}"
2353,"{'holidays': 8.595638629866983, 'india': 4.376130924690877, 'places': 6.516197088187147}"
2355,"{'copies': 8.190173521758819, 'extension': 8.190173521758819, 'followed': 8.190173521758819, 'norms': 8.595638629866983}"
2357,"{'careless': 8.595638629866983, 'incorrectly': 8.595638629866983, 'intentional': 8.595638629866983, 'translated': 8.595638629866983, 'ذليل': 8.595638629866983}"
2359,"{'?': 1.0007542426504639, 'life': 4.89433665575449, 'mission': 8.190173521758819}"
2361,"{'f1': 8.190173521758819, 'harvard': 7.3428756613716155, 'rejected': 8.595638629866983, 'summer': 7.3428756613716155}"
2363,"{'experience': 6.723836452965392, 'python': 7.6793478979928285, 'starting': 7.3428756613716155}"
2365,"{'guy': 6.197743357068613, 'likes': 7.3428756613716155, 'tell': 6.516197088187147}"
2367,"{'ask': 5.956581300251725, 'candidate': 7.902491449307038, 'interviewer': 7.497026341198874}"
2369,"{'hp0': 8.190173521758819, 'm33': 8.595638629866983, 'pass': 6.723836452965392}"
2371,"{'3d': 7.3428756613716155, 'money': 5.417584799519037, 'printer': 8.190173521758819}"
2373,"{'develop': 7.209344268747093, 'order': 6.803879160638928, 'zomato': 8.190173521758819}"
2375,"{'easier': 8.595638629866983, 'spending': 7.902491449307038, 'stage': 8.190173521758819}"
2377,"{'affected': 7.497026341198874, 'languages': 7.3428756613716155, 'profoundly': 8.190173521758819}"
2379,"{'""': 9.555852607820157, 'hello': 8.595638629866983, 'uses': 7.6793478979928285}"
2381,"{'2014': 7.091561233090709, 'intern': 7.902491449307038, 'microsoft': 6.986200717432883}"
2383,"{'?': 1.0007542426504639, 'model': 6.986200717432883, 'role': 7.091561233090709}"
2385,"{'plagiarism': 8.595638629866983, 'proofread': 17.191277259733965, 'submit': 8.595638629866983}"
2387,"{'complete': 7.497026341198874, 'sentence': 7.3428756613716155, 'smallest': 8.190173521758819}"
2389,"{'failing': 8.595638629866983, 'miserably': 8.595638629866983, 'rio': 8.190173521758819}"
2391,"{'scale': 7.6793478979928285, 'sweetness': 8.595638629866983, 'wine': 7.902491449307038}"
2393,"{'buy': 5.762425285810767, 'laptop': 6.398414052530764, 'new': 5.228342799880509}"
2395,"{'""': 9.555852607820157, 'atoms': 8.190173521758819, 'expanding': 30.717391591971314}"
2397,"{'?': 1.0007542426504639, 'does': 3.618904887446409, 'kakigarden.com': 8.595638629866983}"
2399,"{'dad': 7.902491449307038, ""mum's"": 8.595638629866983, 'save': 8.595638629866983}"
2401,"{'3': 12.139819971117456, 'nights': 7.6793478979928285, 'trip': 7.6793478979928285}"
2403,"{'1.8': 8.595638629866983, 'ghz': 15.804982898614076, 'octacor': 8.595638629866983}"
2405,"{'scanner': 8.595638629866983, 'secure': 8.595638629866983, 'unprotected': 8.595638629866983}"
2407,"{'polished': 8.595638629866983, 'tiles': 7.902491449307038, 'vitrified': 8.595638629866983}"
2409,"{'leaves': 8.190173521758819, 'referendum': 8.595638629866983, 'uk': 13.29945696162334}"
2411,"{'florida': 8.190173521758819, 'gre': 7.497026341198874, 'requirements': 7.497026341198874}"
2413,"{'altitude': 7.902491449307038, 'decrease': 7.902491449307038, 'temperature': 7.6793478979928285}"
2415,"{'climb': 8.190173521758819, 'everest': 8.190173521758819, 'mount': 8.190173521758819, 'previous': 8.595638629866983}"
2417,"{'bag': 8.595638629866983, 'berlin': 7.902491449307038, 'recommend': 7.902491449307038}"
2419,"{'academy': 7.902491449307038, 'fedevel': 8.190173521758819, 'pcb': 8.190173521758819, 'taken': 7.902491449307038}"
2421,"{'funny': 8.190173521758819, 'heard': 6.803879160638928, 'joke': 7.3428756613716155}"
2423,"{'feel': 5.575213743722621, 'mistake': 8.595638629866983, 'points': 7.497026341198874}"
2425,"{'depictions': 8.190173521758819, 'inflicted': 8.190173521758819, 'massacres': 8.190173521758819}"
2427,"{'goals': 7.902491449307038, 'scored': 8.190173521758819, 'soccer': 8.190173521758819}"
2429,"{'girl': 5.762425285810767, 'hate': 6.344346831260488, 'impress': 8.190173521758819}"
2431,"{'cities': 7.497026341198874, 'jamaica': 8.190173521758819, 'ones': 7.902491449307038}"
2433,"{'having': 12.796828105061527, 'iq': 14.183122466181418, 'low': 6.64972848081167}"
2435,"{'beach': 8.595638629866983, 'installation': 7.902491449307038, 'panel': 7.902491449307038, 'provider': 7.902491449307038, 'stinson': 8.595638629866983}"
2439,"{'english': 5.625224164297282, 'improve': 5.792278248960448, 'pronunciation': 7.902491449307038}"
2441,"{'1': 5.823049907627202, 'say': 6.455572466370713, 'way': 5.04029056837757}"
2443,"{'come': 6.197743357068613, 'existence': 7.497026341198874, 'humans': 6.803879160638928}"
2445,"{'""': 9.555852607820157, 'japanese': 7.091561233090709, 'oh': 8.190173521758819}"
2447,"{""don't"": 5.599906356312992, 'donald': 5.625224164297282, 'supporters': 6.890890537628558}"
2449,"{'common': 6.516197088187147, 'matter': 6.803879160638928, 'solid': 7.902491449307038}"
2451,"{'advice': 13.781781075257117, 'best': 3.462785703046478, 'giving': 7.497026341198874}"
2453,"{'begin': 8.595638629866983, 'recognize': 8.595638629866983, 'thanksgiving': 16.380347043517638}"
2455,"{'gym': 7.6793478979928285, 'hit': 7.497026341198874, 'motivated': 7.902491449307038}"
2457,"{'postwar': 8.595638629866983, 'relinquishing': 8.595638629866983, 'worldwide': 8.595638629866983}"
2459,"{'affordable': 8.190173521758819, 'rates': 8.190173521758819, 'tiles': 7.902491449307038, 'wall': 7.902491449307038}"
2461,"{'computer': 11.91316260050345, 'criteria': 7.902491449307038, 'gaming': 7.6793478979928285, 'key': 7.6793478979928285}"
2463,"{'credit': 7.209344268747093, 'refer': 8.190173521758819, 'referral': 8.595638629866983}"
2465,"{'bitsat': 8.190173521758819, 'solving': 8.190173521758819, 'textbooks': 8.595638629866983}"
2467,"{'anti-hacking': 8.595638629866983, 'cyber': 8.595638629866983, 'firewalling': 8.595638629866983, 'focus': 8.595638629866983, 'iitans': 8.595638629866983, 'ministry': 8.595638629866983, 'warfare': 8.595638629866983}"
2469,"{'code': 7.209344268747093, 'easily': 7.497026341198874, 'efficiently': 8.190173521758819}"
2471,"{'nicest': 8.190173521758819, 'stranger': 7.902491449307038, 'thing': 5.823049907627202}"
2473,"{'democracies': 8.595638629866983, 'fascism': 8.595638629866983, 'liberal': 7.902491449307038}"
2475,"{'best': 3.462785703046478, 'gift': 7.497026341198874, 'received': 8.190173521758819}"
2477,"{'best': 3.462785703046478, 'life': 4.89433665575449, 'teachers': 7.902491449307038}"
2479,"{'apartment': 8.190173521758819, 'bedroom': 8.595638629866983, 'grow': 7.6793478979928285}"
2481,"{'millionaire': 8.190173521758819, 'people': 4.683615624438837, 'tell': 6.516197088187147}"
2483,"{'""': 19.111705215640313, 'exceptio': 8.595638629866983, 'exception': 8.595638629866983, 'probat': 8.595638629866983, 'regulum': 8.595638629866983}"
2485,"{'9th': 8.190173521758819, 'ntse': 8.190173521758819, 'presently': 7.902491449307038}"
2487,"{'best': 3.462785703046478, 'footballer': 8.190173521758819, 'today': 6.890890537628558}"
2489,"{'creepiest': 7.902491449307038, 'scariest': 8.190173521758819, 'seen': 6.986200717432883}"
2491,"{'died': 7.497026341198874, 'nominee': 7.902491449307038, 'november': 7.902491449307038}"
2493,"{'charge': 7.3428756613716155, 'long': 5.762425285810767, 'smartphone': 8.190173521758819}"
2495,"{'hash': 8.190173521758819, 'important': 6.110731980078983, 'tags': 8.190173521758819}"
2497,"{'glass': 7.6793478979928285, 'google': 12.061378544810893, 'turn': 7.497026341198874}"
2499,"{'countries': 6.5807356093247185, 'points': 7.497026341198874, 'powerful': 7.209344268747093}"
2501,"{'biggest': 7.3428756613716155, 'regret': 7.6793478979928285, ""what's"": 5.069278105250822}"
2503,"{'kerala': 6.803879160638928, 'places': 6.516197088187147, 'trip': 7.6793478979928285}"
2505,"{'activity': 7.6793478979928285, 'experienced': 7.3428756613716155, 'paranormal': 7.3428756613716155}"
2507,"{'quora': 4.857969011583615, 'secret': 7.3428756613716155, 'share': 6.803879160638928}"
2509,"{'abolishing': 8.190173521758819, 'currency': 7.091561233090709, 'rupee': 6.803879160638928}"
2511,"{'assessment': 7.497026341198874, 'difference': 5.114398540531291, 'evaluation': 8.190173521758819}"
2513,"{'happy': 6.986200717432883, 'just': 6.153291594497779, 'songs': 6.64972848081167}"
2515,"{'2001': 7.902491449307038, 'friend': 6.2442633727035055, 'review': 6.455572466370713}"
2517,"{'apple': 22.49107902359662, 'bands': 15.804982898614076, 'watch': 18.87916061061881}"
2519,"{'2005-2015': 8.595638629866983, 'decade': 8.190173521758819, 'rock': 8.190173521758819}"
2521,"{'countries': 6.5807356093247185, 'left': 6.890890537628558, 'socialist': 8.190173521758819}"
2523,"{'2007': 8.595638629866983, '2013': 8.190173521758819, 'office': 7.3428756613716155}"
2525,"{'dollars': 7.209344268747093, 'million': 7.3428756613716155, 'needed': 7.902491449307038}"
2527,"{'canadian': 7.497026341198874, 'landforms': 8.190173521758819, 'shield': 8.190173521758819}"
2529,"{'brexit': 7.497026341198874, 'happen': 6.030689272405446, 'likely': 7.209344268747093}"
2531,"{'?': 1.0007542426504639, 'hack': 6.803879160638928, 'wifi': 7.209344268747093}"
2533,"{'independent': 8.190173521758819, 'portugal': 8.190173521758819, 'spain': 7.6793478979928285}"
2535,"{'*': 16.380347043517638, 'conventional': 8.595638629866983, 'iran': 7.497026341198874}"
2537,"{'conductor': 7.902491449307038, 'flows': 8.190173521758819, 'magnetic': 8.190173521758819, 'produced': 7.902491449307038}"
2539,"{'history': 6.293053536872938, 'influential': 8.190173521758819, 'queen': 8.190173521758819}"
2541,"{'allocations': 8.595638629866983, 'array': 8.190173521758819, 'dynamic': 8.190173521758819}"
2543,"{'^': 13.972401434865766, '{': 14.418688537494186, '}': 14.418688537494186}"
2545,"{'floss': 8.190173521758819, 'hurting': 17.191277259733965, 'tooth': 8.190173521758819}"
2547,"{'sbi': 8.190173521758819, 'transaction': 7.6793478979928285, 'upgrade': 7.6793478979928285}"
2549,"{'bake': 8.595638629866983, 'flour': 8.595638629866983, 'plain': 8.595638629866983}"
2551,"{'famous': 7.497026341198874, 'girls': 12.395486714137226, 'omegle': 16.380347043517638}"
2553,"{'overthinking': 8.190173521758819, 'relationship': 6.723836452965392, 'situations': 8.595638629866983}"
2555,"{'c': 6.153291594497779, 'language': 5.762425285810767, 'meant': 7.902491449307038}"
2557,"{'bones': 8.595638629866983, 'factors': 6.986200717432883, 'strong': 7.091561233090709}"
2559,"{'lose': 6.293053536872938, 'ways': 5.705266871970818, 'weight': 5.854798605941783}"
2561,"{'easiest': 7.497026341198874, 'money': 5.417584799519037, 'online': 5.651199650700543}"
2563,"{'chinese': 6.64972848081167, 'etiquette': 8.190173521758819, 'western': 7.3428756613716155}"
2565,"{'.': 7.790316528149134, 'features': 8.190173521758819, 'rs': 13.032394176374295}"
2567,"{'painless': 8.595638629866983, 'suicide': 7.497026341198874, 'way': 5.04029056837757}"
2569,"{'capricorns': 8.190173521758819, 'love': 5.792278248960448, 'mean': 5.527585694733366}"
2571,"{'""': 19.111705215640313, 'dem': 8.595638629866983, 'den': 8.190173521758819}"
2573,"{'dollars': 7.209344268747093, 'fulfill': 8.190173521758819, 'million': 7.3428756613716155}"
2575,"{'coast': 7.497026341198874, 'cupcakes': 7.497026341198874, 'flavor': 8.595638629866983, 'lot': 7.6793478979928285}"
2577,"{'fairy-themed': 8.595638629866983, 'magical': 8.190173521758819, 'rare': 8.595638629866983}"
2579,"{'like': 4.509662317315399, 'marc': 8.190173521758819, 'srour': 8.190173521758819}"
2581,"{'possible': 5.677867897782704, 'theorized': 8.595638629866983, 'travel': 6.153291594497779}"
2583,"{'african': 8.190173521758819, 'south': 7.091561233090709, 'white': 6.197743357068613}"
2585,"{'iphone': 12.688693662520976, 'premium': 7.6793478979928285, 'spotify': 7.091561233090709}"
2587,"{'copies': 8.190173521758819, 'millions': 8.595638629866983, 'pirated': 8.595638629866983}"
2589,"{'""': 9.555852607820157, 'apply': 13.29945696162334, 'citizen': 8.595638629866983, 'natives': 8.595638629866983, 'perm': 8.595638629866983, 'residence': 8.595638629866983, 'za': 8.595638629866983}"
2591,"{'comming': 8.595638629866983, 'smelly': 8.595638629866983, 'sweating': 8.595638629866983}"
2593,"{'internet': 6.455572466370713, 'real': 5.9929489444226, 'safe': 6.516197088187147}"
2595,"{'brother': 8.595638629866983, 'ny': 8.595638629866983, 'shop': 16.380347043517638, 'worker': 8.595638629866983}"
2597,"{'spontaneous': 8.190173521758819, 'thing': 5.823049907627202, ""you've"": 6.516197088187147}"
2599,"{'chemistry': 7.3428756613716155, 'neet': 7.3428756613716155, 'objective': 8.595638629866983}"
2601,"{'.': 19.475791320372835, 'com': 8.595638629866983, 'inboxing': 8.595638629866983}"
2603,"{'ask': 5.956581300251725, 'chatting': 8.595638629866983, 'questions': 5.792278248960448}"
2605,"{'?': 1.0007542426504639, 'life': 4.89433665575449, 'purpose': 6.723836452965392}"
2607,"{'demonetized': 8.595638629866983, 'effect': 6.986200717432883, 'estate': 6.986200717432883}"
2609,"{'boiled': 8.595638629866983, 'egg': 14.994052682397747, 'raw': 7.6793478979928285}"
2611,"{'drug': 6.890890537628558, 'like': 4.509662317315399, 'rehab': 7.209344268747093}"
2613,"{'hong': 8.190173521758819, 'kong': 8.190173521758819, 'usps': 8.190173521758819}"
2615,"{'bio': 8.190173521758819, 'biotech': 8.595638629866983, 'kindly': 8.595638629866983, 'vits': 8.190173521758819}"
2617,"{'iits': 8.595638629866983, 'immediately': 8.595638629866983, 'nits': 8.595638629866983, 'notch': 8.595638629866983}"
2619,"{'earn': 6.398414052530764, 'online': 5.651199650700543, 'ways': 5.705266871970818}"
2621,"{'?': 1.0007542426504639, 'book': 5.823049907627202, 'changed': 7.497026341198874}"
2623,"{'buying': 7.902491449307038, 'considered': 6.723836452965392, 'laptop': 6.398414052530764}"
2625,"{'couple': 7.497026341198874, 'december': 7.497026341198874, 'destination': 7.497026341198874, 'honeymoon': 7.497026341198874, 'inr': 7.497026341198874, 'lakhs': 8.190173521758819}"
2627,"{'2012': 7.6793478979928285, 'broke': 7.902491449307038, 'ig': 8.595638629866983, 'spoken': 7.6793478979928285}"
2629,"{'biting': 7.902491449307038, 'nails': 8.190173521758819, 'stop': 5.625224164297282}"
2631,"{'dress': 7.902491449307038, 'paris': 8.190173521758819, 'tourist': 7.209344268747093}"
2633,"{'constitution': 7.497026341198874, 'indian': 5.263434119691779, 'pages': 8.595638629866983}"
2635,"{'earn': 6.398414052530764, 'investment': 6.986200717432883, 'little': 7.6793478979928285}"
2637,"{'horse': 8.595638629866983, 'president-elect': 8.595638629866983, ""putin's"": 8.595638629866983, 'trojan': 8.595638629866983}"
2639,"{'""': 9.555852607820157, 'dismal': 8.595638629866983, 'economist': 8.595638629866983, ""marglin's"": 8.595638629866983, 'stephen': 8.595638629866983, 'undermines': 8.595638629866983}"
2641,"{'?': 1.0007542426504639, 'introverted': 8.190173521758819, 'intuition': 8.190173521758819}"
2643,"{'bridal': 8.190173521758819, 'plan': 6.890890537628558, 'shower': 7.6793478979928285}"
2645,"{'education': 6.890890537628558, 'engineering': 5.921489980440454, 'wrong': 7.497026341198874}"
2647,"{'girl': 5.762425285810767, 'pick': 7.6793478979928285, 'taller': 8.190173521758819}"
2649,"{'chief': 7.902491449307038, 'ministers': 8.595638629866983, 'puducherry': 8.190173521758819, 'territories': 7.902491449307038}"
2651,"{'lake': 7.902491449307038, 'story': 6.803879160638928, 'swan': 16.380347043517638}"
2653,"{'paid': 7.3428756613716155, 'respectable': 8.595638629866983, 'sit': 8.190173521758819}"
2655,"{'360': 8.595638629866983, 'e': 7.497026341198874, 'xbox': 7.902491449307038}"
2658,"{'?': 1.0007542426504639, 'benefit': 7.3428756613716155, 'quora': 4.857969011583615}"
2660,"{'jon': 7.497026341198874, 'king': 7.902491449307038, 'melisandre': 8.595638629866983}"
2662,"{'personalities': 8.190173521758819, 'reputed': 8.595638629866983, 'rolls-royce': 8.595638629866983}"
2664,"{'middle': 7.091561233090709, 'pain': 7.3428756613716155, 'spine': 8.190173521758819, 'treat': 7.091561233090709}"
2666,"{'cell': 14.418688537494186, 'electrons': 8.595638629866983, 'mitochondria': 16.380347043517638}"
2668,"{'deewani': 8.595638629866983, 'hai': 8.595638629866983, 'ilahi': 8.595638629866983, 'jawaani': 8.595638629866983, ""kapoor's"": 8.595638629866983, 'yeh': 8.595638629866983}"
2670,"{'detect': 8.190173521758819, 'laced': 8.595638629866983, 'poison': 8.190173521758819, 'rat': 8.190173521758819}"
2672,"{'cousins': 8.190173521758819, 'marry': 7.902491449307038, 'regularly': 7.902491449307038}"
2674,"{""anyone's"": 8.595638629866983, 'hack': 6.803879160638928, 'whatsapp': 6.5807356093247185}"
2676,"{'flawed': 8.595638629866983, 'illegalise': 8.595638629866983, 'masterstroke': 8.595638629866983}"
2678,"{'famous': 7.497026341198874, 'iqs': 8.595638629866983, 'low': 6.64972848081167}"
2680,"{'cancer': 7.902491449307038, 'meteorology': 8.595638629866983, 'movement': 7.902491449307038, 'patterns': 8.595638629866983}"
2682,"{'beaches': 8.595638629866983, 'kerala': 6.803879160638928, 'visit': 6.398414052530764}"
2684,"{'donald': 5.625224164297282, 'promises': 7.3428756613716155, 'trump': 5.2998017638626544}"
2686,"{'raping': 8.190173521758819, 'trial': 8.190173521758819, 'trumps': 8.595638629866983, 'yo': 8.595638629866983}"
2688,"{'bran': 8.190173521758819, ""craster's"": 8.190173521758819, 'locke': 8.190173521758819, 'stark': 8.190173521758819}"
2690,"{'.': 7.790316528149134, '100,000': 8.595638629866983, 'gross': 7.209344268747093}"
2692,"{'?': 1.0007542426504639, 'acne': 7.3428756613716155, 'treat': 7.091561233090709}"
2694,"{'martian': 8.190173521758819, 'plausible': 8.595638629866983, 'science': 6.2442633727035055}"
2696,"{'feel': 5.575213743722621, 'librarian': 8.190173521758819, 'working': 6.293053536872938}"
2698,"{'blog': 7.209344268747093, 'build': 7.091561233090709, 'successful': 7.091561233090709}"
2700,"{'beans': 8.595638629866983, 'butter': 8.190173521758819, 'substitutes': 7.902491449307038}"
2702,"{'california': 7.209344268747093, 'export': 8.190173521758819, 'import': 8.190173521758819}"
2704,"{'4620': 8.190173521758819, 'airprint': 8.190173521758819, 'hp': 15.804982898614076, 'laserjet': 8.190173521758819, 'm606x': 8.595638629866983, 'officejet': 8.190173521758819}"
2706,"{'keyword': 8.595638629866983, 'page': 7.497026341198874, 'specific': 7.497026341198874}"
2708,"{'""': 9.555852607820157, 'daughter': 8.190173521758819, 'sarcastic': 8.595638629866983}"
2710,"{'companies': 6.5807356093247185, 'mnc': 8.190173521758819, 'php': 7.902491449307038}"
2712,"{'loose': 7.902491449307038, 'way': 5.04029056837757, 'weight': 5.854798605941783}"
2714,"{'?': 1.0007542426504639, 'bollywood': 6.803879160638928, 'noticed': 8.190173521758819}"
2716,"{'learning': 6.197743357068613, 'node.js': 8.190173521758819, 'way': 5.04029056837757}"
2718,"{'decision': 6.890890537628558, 'life': 4.89433665575449, ""you've"": 6.516197088187147}"
2720,"{'mind': 7.091561233090709, 'say': 6.455572466370713, 'trust': 7.209344268747093}"
2722,"{'al': 7.3428756613716155, 'assad': 8.190173521758819, 'bashar': 8.190173521758819}"
2724,"{'cricket': 15.358695795985657, 'cricketer': 8.595638629866983, 'squad': 8.595638629866983}"
2726,"{'abu': 8.190173521758819, 'dhabi': 8.190173521758819, 'masdar': 8.190173521758819, 'sheikh': 8.595638629866983}"
2728,"{'foreign': 7.902491449307038, 'invited': 8.190173521758819, ""they're"": 7.902491449307038, 'visitor': 7.902491449307038}"
2730,"{""chicken's"": 8.595638629866983, 'kilometers': 8.595638629866983, 'swap': 8.595638629866983, 'widened': 8.595638629866983}"
2732,"{'?': 1.0007542426504639, 'c': 6.153291594497779, 'constants': 8.595638629866983}"
2734,"{'free': 5.956581300251725, 'iq': 7.091561233090709, 'measure': 7.902491449307038}"
2736,"{'canoe': 8.595638629866983, 'downstream': 8.595638629866983, 'miles': 15.804982898614076, 'paddle': 8.595638629866983, 'speed': 13.447672905930784, 'steady': 8.595638629866983, 'suppose': 8.595638629866983, 'upstream': 8.595638629866983}"
2738,"{'does': 7.237809774892818, 'poland': 8.595638629866983, 'type': 7.209344268747093}"
2741,"{'claims': 7.902491449307038, 'feasible': 8.190173521758819, 'wall': 7.902491449307038}"
2743,"{'cuisine': 8.190173521758819, 'food': 6.64972848081167, 'unusual': 7.6793478979928285}"
2745,"{'core': 6.986200717432883, 'electronics': 7.902491449307038, 'pune': 7.902491449307038}"
2747,"{'business': 6.293053536872938, 'investment': 6.986200717432883, 'vietnam': 7.902491449307038}"
2749,"{'accounts': 8.595638629866983, 'first-hand': 8.595638629866983, 'race': 8.190173521758819}"
2751,"{'best': 3.462785703046478, 'himalayan': 7.902491449307038, 'salt': 7.3428756613716155}"
2753,"{'cheap': 7.209344268747093, 'south': 7.091561233090709, 'tourist': 7.209344268747093}"
2755,"{'""': 9.555852607820157, 'choice': 8.190173521758819, 'voters': 8.190173521758819}"
2757,"{'""': 9.555852607820157, 'created': 6.890890537628558, 'god': 6.723836452965392}"
2759,"{'?': 1.0007542426504639, 'white': 6.197743357068613}"
2761,"{'fountain': 8.190173521758819, 'pen': 7.497026341198874, 'work': 5.396965512316302}"
2763,"{'greater': 8.190173521758819, 'isentropic': 8.190173521758819, 'process': 13.032394176374295, 'turbine': 8.190173521758819}"
2765,"{'arnab': 7.902491449307038, 'editor-in-chief': 8.595638629866983, 'goswami': 7.902491449307038, 'resign': 8.190173521758819}"
2767,"{'cafe': 8.190173521758819, 'need': 5.823049907627202, 'requirements': 7.497026341198874}"
2769,"{'adventurous': 8.595638629866983, 'cool': 7.902491449307038, 'hyderabad': 6.986200717432883}"
2771,"{'dragontrail': 8.595638629866983, 'gorilla': 8.595638629866983, 'sony': 8.190173521758819, 'xperia': 8.190173521758819, 'z5': 8.190173521758819}"
2773,"{'grammar': 7.902491449307038, 'learners': 8.595638629866983, 'vocabulary': 7.902491449307038}"
2775,"{'downloaded': 8.190173521758819, 'ipad': 8.595638629866983, 'itunes': 8.190173521758819}"
